post_title,post_content,wdm_opening_bid,wdm_lowest_bid,wdm_incremental_val,wdm-image-1,wdm_auction_thumb,wdm-main-image,post_type,wdm_listing_ends,wdm_payment_method,auction-status
"Faca + Pen drive ""MAKRO""","Faca + Pen drive ""MAKRO"" - 01 UND",3.5,3.5,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Faca-+-Pen-drive-Makro-n°146.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Faca-+-Pen-drive-Makro-n°146.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
"Folha, Não dá pra ler","Folha, Não dá pra ler - 01 UND",3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Folha-não-dá-para-não-ler-n°147.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Folha-não-dá-para-não-ler-n°147.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Frigideira,Frigideira - 01 UND,2.5,2.5,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Frigideira-n°148.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Frigideira-n°148.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Havaiana INIT 37/38,Havaiana INIT 37/38 - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Havainas-INIT-Tamanho-37-38-n°149.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Havainas-INIT-Tamanho-37-38-n°149.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Jogo da velha 3D,Jogo da velha 3D - 02 UND,1.5,1.5,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Jogo-Da-Velha-3D-n°150.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Jogo-Da-Velha-3D-n°150.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Jogo de mesa,Jogo de mesa - 01 UND,3.5,3.5,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Jogo-de-Mesa-n°151.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Jogo-de-Mesa-n°151.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Kit ANNA PERGOVA,Kit ANNA PERGOVA - 01 UND,10,10,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Kit-Anna-Pergova-n°152.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Kit-Anna-Pergova-n°152.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Kit BOTERO (Xícara e pirez),Kit BOTERO (Xícara e pirez) - 01 UND,5,5,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Kit-Botero-n°153.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Kit-Botero-n°153.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Kit Carnaval,Kit Carnaval - 01 UND,0.5,0.5,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Kit-Carnaval-n°154.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Kit-Carnaval-n°154.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Kit Eudora Trip (Gel pós barba + Espuma de barbear),Kit Eudora Trip (Gel pós barba + Espuma de barbear) - 01 UND,3.5,3.5,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Kit-Eudora-Trip-n°155.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Kit-Eudora-Trip-n°155.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Kit Harley-Davidson (Boné e Lenço),Kit Harley-Davidson (Boné e Lenço) - 01 UND,10,10,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Kit-HArley-Davidson-Boné-e-Lenço-n°156.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Kit-HArley-Davidson-Boné-e-Lenço-n°156.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Kit Kensington (cadeado de laptop),Kit Kensington (cadeado de laptop) - 01 UND,8,8,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Kit-Kensington-Cadeado-de-Laptop-n°157.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Kit-Kensington-Cadeado-de-Laptop-n°157.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Kit Madagascar e Era do Gelo,Kit Madagascar e Era do Gelo - 01 UND,3.5,3.5,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Kit-Madasgascar-e-Era-do-Gelo-n°158.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Kit-Madasgascar-e-Era-do-Gelo-n°158.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Kit O Boticário (Colônia + Necessarie),Kit O Boticário (Colônia + Necessarie) - 01 UND,5,5,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Kit-O-Boticário-Colônia-+-Nécessarie-n°159.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Kit-O-Boticário-Colônia-+-Nécessarie-n°159.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
"Kit Samba Book ""Martinho da Vila""","Kit Samba Book ""Martinho da Vila"" - 01 UND",10,10,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Kit-Samba-Book-Martinho-da-Vila-n°160.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Kit-Samba-Book-Martinho-da-Vila-n°160.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
KIT SKOL Churrasco ,KIT SKOL Churrasco  - 01 UND,12,12,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Kit-Skol-Churrasco-n°161.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Kit-Skol-Churrasco-n°161.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Lata ARO ,Lata ARO  - 04 UND,1,1,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Lata-Aro-n°162.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Lata-Aro-n°162.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Combate From vale tudo to MMA,Livro Combate From vale tudo to MMA - 01 UND,4,4,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Combate-Fron-Vale-Tudo-to-MMA-n°163.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Combate-Fron-Vale-Tudo-to-MMA-n°163.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro 1000 Grandes vinhos,Livro 1000 Grandes vinhos - 01 UND,4,4,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-1.000-Grandes-Vinhos-n°164.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-1.000-Grandes-Vinhos-n°164.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro 6º Anuário do futebol Brasileiro,Livro 6º Anuário do futebol Brasileiro - 02 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-6°-Anuário-do-Futebol-Brasileiro-n°165.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-6°-Anuário-do-Futebol-Brasileiro-n°165.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro 8º Anuário do futebol Brasileiro,Livro 8º Anuário do futebol Brasileiro - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-8°-Anuário-do-Futebol-Brasilero-n°166.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-8°-Anuário-do-Futebol-Brasilero-n°166.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro 15° Leilão Internacional Luso-Brasileiro + Medalha,Livro 15° Leilão Internacional Luso-Brasileiro + Medalha - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-15°-Leilão-Internacional-Luso-Brasileiro-n°167.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-15°-Leilão-Internacional-Luso-Brasileiro-n°167.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro 20 anos Dançar MKT & Comunicação,Livro 20 anos Dançar MKT & Comunicação - 02 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-20-anos-Dançar-Marketing-Comunicação-n°168.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-20-anos-Dançar-Marketing-Comunicação-n°168.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro 20 anos do Museu da Pessoa no Brasil,Livro 20 anos do Museu da Pessoa no Brasil - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-20-anos-do-Museu-da-Pessoa-no-Brasil-n°169.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-20-anos-do-Museu-da-Pessoa-no-Brasil-n°169.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro 30 anos de Jornadas Literárias,Livro 30 anos de Jornadas Literárias - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-30-Anos-de-Jornadas-Literárias-n°170.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-30-Anos-de-Jornadas-Literárias-n°170.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro A água e o homem,Livro A água e o homem - 06 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-A-Água-e-o-Homen-n°171.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-A-Água-e-o-Homen-n°171.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro A Clearsale tem um segredo,Livro A Clearsale tem um segredo - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-A-Clearsale-tem-um-segredo-n°172.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-A-Clearsale-tem-um-segredo-n°172.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro A figura de Cristo,Livro A figura de Cristo - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-A-Figura-De-Cristo-n°173.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-A-Figura-De-Cristo-n°173.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro A moeda de lata,Livro A moeda de lata - 04 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-A-moeda-de-lata-n°174.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-A-moeda-de-lata-n°174.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro A pergunta definitiva 2.0,Livro A pergunta definitiva 2.0 - 04 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-A-pergunta-definitiva-2.0-n°175.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-A-pergunta-definitiva-2.0-n°175.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro A Pinturas da Coerência,Livro A Pinturas da Coerência - 05 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-A-Pintura-Da-Coerência-n°176.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-A-Pintura-Da-Coerência-n°176.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Água,Livro Água - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Água-n°177.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Água-n°177.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Aleechinsky,Livro Aleechinsky - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Aleechinsky-n°178.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Aleechinsky-n°178.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Anuário 2013 Rio music Conference ,Livro Anuário 2013 Rio music Conference  - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Anuário-2013-Rio-Music-Conference-n°179.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Anuário-2013-Rio-Music-Conference-n°179.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Anuário de mídia 2013 ,Livro Anuário de mídia 2013  - 02 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Anuário-De-Mídia-2013-n°180.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Anuário-De-Mídia-2013-n°180.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
"Livro Anuário de Propaganda 2013 ""Meio & Mensagem""","Livro Anuário de Propaganda 2013 ""Meio & Mensagem"" - 02 UND",2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Anuário-de-Propaganda-2013-n°181.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Anuário-de-Propaganda-2013-n°181.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Aquelas camisas Vermelhas,Livro Aquelas camisas Vermelhas - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Aquelas-Camisas-Vermelhas-n°182.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Aquelas-Camisas-Vermelhas-n°182.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
"Livro Arquiteturas ""Arquiteturas de Brasília""","Livro Arquiteturas ""Arquiteturas de Brasília"" - 01 UND",3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Aquitetura-Arquitetura-de-Brasília-n°183.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Aquitetura-Arquitetura-de-Brasília-n°183.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Arpoador surf club,Livro Arpoador surf club - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Arpoador-Surf-Club-n°184.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Arpoador-Surf-Club-n°184.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Arquivos para quê?,Livro Arquivos para quê? - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Arquivos-para-quê-n°185.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Arquivos-para-quê-n°185.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
"Livro Artes e cênicas ""A cidade Teatralizada""","Livro Artes e cênicas ""A cidade Teatralizada"" - 01 UND",3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Artes-Cênicas-A-Cidade-Teatralizada-n°186.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Artes-Cênicas-A-Cidade-Teatralizada-n°186.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
"Livro Artes visuais ""Entre poética e políticas""","Livro Artes visuais ""Entre poética e políticas"" - 01 UND",3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Artes-Visuais-Entre-Poética-e-Política-n°187.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Artes-Visuais-Entre-Poética-e-Política-n°187.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
"Livro Artesanato ""Tradição e permanência""","Livro Artesanato ""Tradição e permanência"" - 01 UND",3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Artesanato-Tradição-e-Permanência-n°188.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Artesanato-Tradição-e-Permanência-n°188.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Artesões da Sapucaí,Livro Artesões da Sapucaí - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Artesãos-da-Sapucaí-n°189.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Artesãos-da-Sapucaí-n°189.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Athie Wohnrath,Livro Athie Wohnrath - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Athie-Wohnrath-n°190.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Athie-Wohnrath-n°190.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Bahia internacional guide,Livro Bahia internacional guide - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Bahia-Internacional-Guide-n°191.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Bahia-Internacional-Guide-n°191.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
"Livro BASF ""Brasil 100 anos""","Livro BASF ""Brasil 100 anos"" - 01 UND",2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-BASF-Brasil-100-anos-n°192.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-BASF-Brasil-100-anos-n°192.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Brasil Futebol Anuário das seleções,Livro Brasil Futebol Anuário das seleções - 02 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Brasil-Futebol-Anuário-das-Seleções-n°193.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Brasil-Futebol-Anuário-das-Seleções-n°193.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Brasil Invisível,Livro Brasil Invisível - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Brasil-Invisível-n°194.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Brasil-Invisível-n°194.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Brasília seen fron the Sky,Livro Brasília seen fron the Sky - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Brasília-Seen-fron-the-sky-n°195.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Brasília-Seen-fron-the-sky-n°195.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Campeonato Paulista Guia Oficial 2013,Livro Campeonato Paulista Guia Oficial 2013 - 02 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Campeonato-Paulista-Guia-Oficial-2013-n°196.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Campeonato-Paulista-Guia-Oficial-2013-n°196.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
"Livro Capitalismo, mercado e democracia","Livro Capitalismo, mercado e democracia - 01 UND",2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Capitalismo-Mercado-e-Democracia-n°197.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Capitalismo-Mercado-e-Democracia-n°197.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Central Única das Favelas,Livro Central Única das Favelas - 05 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Central-Únicas-das-Favelas-n°198.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Central-Únicas-das-Favelas-n°198.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Churchill,Livro Churchill - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Churchill-n°199.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Churchill-n°199.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
"Livro Cinema ""Apontamentos para uma historia""","Livro Cinema ""Apontamentos para uma historia"" - 01 UND",3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Cinema-Apontamento-para-uma-história-n°200.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Cinema-Apontamento-para-uma-história-n°200.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Clientes & Empresas ,Livro Clientes & Empresas  - 02 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Cliente-Empresas-n°201.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Cliente-Empresas-n°201.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Cogitações sobre o numero,Livro Cogitações sobre o numero - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Cogitações-sobre-o-numero-n°202.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Cogitações-sobre-o-numero-n°202.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Coleção Brasil golden art.,Livro Coleção Brasil golden art. - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Coleção-Brasil-Golden-Art-n°203.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Coleção-Brasil-Golden-Art-n°203.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
"Livro Companhias abertas no Brasil ""Uma História""","Livro Companhias abertas no Brasil ""Uma História"" - 04 UND",3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Companhias-Abertas-no-Brasil-n°204.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Companhias-Abertas-no-Brasil-n°204.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Competição,Livro Competição - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Competição-n°205.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Competição-n°205.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Comunicação Empresarial,Livro Comunicação Empresarial - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Comunicação-Empresarial-n°206.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Comunicação-Empresarial-n°206.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Confederação nacional de comercio-60 anos,Livro Confederação nacional de comercio-60 anos - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Confederação-Nacional-do-Comercio-n°207.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Confederação-Nacional-do-Comercio-n°207.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Criança em foco,Livro Criança em foco - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Criança-em-foco-n°208.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Criança-em-foco-n°208.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Criança esperança,Livro Criança esperança - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Criança-Esperança-n°209.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Criança-Esperança-n°209.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Cristina Ortiz,Livro Cristina Ortiz - 03 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Cristina-Ortiz-n°210.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Cristina-Ortiz-n°210.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Das mil e uma noites 4 Volumes,Livro Das mil e uma noites 4 Volumes - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-das-Mil-e-uma-noites-4-Volumes-n°211.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-das-Mil-e-uma-noites-4-Volumes-n°211.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro de Levítico,Livro de Levítico - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-de-Levítico-n°212.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-de-Levítico-n°212.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Economotion/pro,Livro Economotion/pro - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Economotion-Pro-n°213.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Economotion-Pro-n°213.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro EDP,Livro EDP - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-EDP-n°214.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-EDP-n°214.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Eisten,Livro Eisten - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Einstein-n°215.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Einstein-n°215.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Em cena,Livro Em cena - 01 UND,3,3,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Em-Cena-n°216.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Em-Cena-n°216.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
Livro Encontros com o professor Vol. I à VII,Livro Encontros com o professor Vol. I à VII - 01 UND,2,2,0.1,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Encontros-com-o-Professor-n°217.jpg,http://leilaoac.com.br/wp-content/uploads/2013/10/Livro-Encontros-com-o-Professor-n°217.jpg,main_image_1,ultimate-auction,2013-10-30 00:00:00,wdm_method_wire_transfer,live
